date,lat,lng,elevation,mean_temp,pano_id,season
2020-04,-15.31978129830634,-56.98576138744682,210.0,26.071428571428573,CAoSFkNJSE0wb2dLRUlDQWdJRHFvOVBhZWc.,spring
2023-11,-15.55970508281543,-43.9408050311954,637.0,27.964285714285715,IRjeR6j6i75Hx50NRpgQfQ,fall
2020-12,-15.58336442419674,-67.24884817526458,423.0,24.714285714285715,CAoSFkNJSE0wb2dLRUlDQWdJRHE4LXV5Rnc.,winter
2018-12,-15.96686830110907,-50.1096995644692,609.0,24.20357142857143,CAoSF0NJSE0wb2dLRUlDQWdJRDR6dDZpd1FF,winter
2022-05,-16.27105590014904,-54.9011045305811,201.0,22.150000000000002,CAoSFkNJSE0wb2dLRUlDQWdJRDI0dXJTYnc.,spring
2018-03,-16.36248534441653,-58.40153162879768,120.0,26.82857142857143,CAoSFkNJSE0wb2dLRUlDQWdJREU4Y2pBRUE.,spring
2025-02,-16.36615103105018,-57.72487758774041,162.0,27.514285714285712,W5Ds6UZ-mjVlwexjGRwxkA,winter
2011-12,-17.41207561495404,-45.51958085772459,701.0,22.635714285714283,AAoOm2JAZZhUERfi3f1Msg,winter
2019-01,-17.5352186746894,-50.20564040207664,479.0,26.49285714285714,JGwZekTHctA6T7oGa0z8jQ,winter
2023-09,-17.60631399169595,-40.21584068264776,246.0,23.210714285714285,CAoSF0NJSE0wb2dLRUlDQWdJRFozSldMeFFF,fall
2015-02,-17.71870636249565,-61.22229308595474,273.0,26.8,md9I7FED-Zn-_VnVgvtfbw,winter
2025-10,-17.81945178942388,-41.64897330803782,555.0,21.260714285714283,uMiqRKo0E2CD1Z-aHdFRcA,fall
2025-02,-17.90795552928567,-60.36576829523885,377.0,26.285714285714285,CAoSHENJQUJJaEFBM2lVZVpSeUl6V2VtSEw0QUFJeFM.,winter
2018-12,-18.1217633031909,-40.54147529155993,262.0,24.735714285714288,wPMJOGcvFIhvRN7nQpDu9w,winter
2015-08,-18.48459292200291,-66.96493996021458,3718.0,7.375,_bURHuBaDQpY07GAXBAUwQ,summer
2022-02,-18.82430142598617,-66.74888977765255,3729.0,9.62142857142857,CAoSF0NJSE0wb2dLRUlDQWdJQ1dqZVR4MEFF,winter
2023-06,-18.97751314251703,-54.36435831093384,326.0,19.185714285714287,XxeAYWpLsWfADSdjITI1SA,summer
2019-09,-19.61666701180171,-67.76666697290817,3711.0,8.717857142857143,CAoSFkNJSE0wb2dLRUlDQWdJQzBzZWpIZUE.,fall
2021-11,-19.78804991844185,-63.14286208485728,735.0,23.7,CAoSF0NJSE0wb2dLRUlDQWdJREdwb2Ytd1FF,fall
2020-03,-2.015625625080254,-53.48219401324342,6.0,26.87857142857143,CAoSF0NJSE0wb2dLRUlDQWdJQ2M3ZmI1NFFF,spring
2020-09,-2.141619179198723,-77.91296942532593,1256.0,19.664285714285715,CAoSF0NJSE0wb2dLRUlDQWdJREMzcGY2LVFF,fall
2022-05,-2.171025022356858,-56.63333887723737,19.0,26.196428571428573,CAoSF0NJSE0wb2dLRUlDQWdJRDJfby1MdHdF,spring
2021-06,-2.478933621886845,-44.22628021714071,0.0,26.260714285714283,CAoSF0NJSE0wb2dLRUlDQWdJQ3F6WS1xeFFF,summer
2017-07,-2.530634985000408,-44.50818597729575,27.0,26.375,CAoSFkNJSE0wb2dLRUlDQWdJRDQ3YzYxWmc.,summer
2011-12,-2.534060662678547,-45.77800207506855,33.0,28.157142857142855,TnYi4zTYRtVARGPG7DDmyg,winter
2017-06,-2.736547915277777,-40.40537461918495,0.0,27.603571428571428,CAoSFkNJSE0wb2dLRUlDQWdJRDR4dHkyRUE.,summer
2025-12,-2.778646269585024,-53.66797789681063,173.0,25.760714285714283,CAoSHENJQUJJaEFoOFc2UVg3WGxZeVZWZEJBbmlwZW4.,winter
2016-05,-2.946080497593829,-58.06284367274614,18.0,26.974999999999998,CAoSF0NJSE0wb2dLRUlDQWdJRHFwWlNtdHdF,spring
2021-12,-2.986921389548965,-36.56558986367034,0.0,27.532142857142855,CAoSFkNJSE0wb2dLRUlDQWdJQ20yb20wUFE.,winter
2016-09,-20.0152177747357,-63.58542464229988,836.0,21.064285714285713,CAoSF0NJSE0wb2dLRUlDQWdJRDRrdWpQcUFF,fall
2019-03,-20.70196243245165,-61.92732500978907,303.0,24.75714285714286,CAoSF0NJSE0wb2dLRUlDQWdJRE1sLTNGM1FF,spring
2024-10,-21.18710618866701,-46.98161422560543,877.0,23.889285714285712,fiUHDwczK2TZzUyYmeyoVw,fall
2026-01,-21.26147139259509,-48.48024858927135,678.0,24.107142857142858,CAoSHENJQUJJaEJBVkdKYTZrWmxJYjNSUFVlRWc4R3I.,winter
2024-07,-21.27192058054094,-50.81223441961373,429.0,21.814285714285713,CAoSFkNJSE0wb2dLRUlDQWdJRHJ1b19CTmc.,summer
2018-02,-21.69001169456742,-48.02866379637532,535.0,24.099999999999998,CAoSFkNJSE0wb2dLRUlDQWdJQzRpcFhMUGc.,winter
2011-09,-21.83986583710082,-51.86283097091213,367.0,24.353571428571428,5ulOLYIkWMWisL0GysxvNA,fall
2022-06,-22.16055098927466,-41.60547038216595,19.0,20.817857142857143,CAoSFkNJSE0wb2dLRUlDQWdJQ08wX2puSmc.,summer
2017-04,-22.33953710364646,-50.39246641275695,568.0,22.90357142857143,CAoSFkNJSE0wb2dLRUlDQWdJQ2trdWZmTEE.,spring
2025-06,-22.43479747899619,-68.85835896026255,2379.0,9.639285714285714,oBk07naWNcy26Nb_ewnKPg,summer
2025-11,-23.01476276524962,-47.38426968135806,556.0,21.478571428571428,CAoSHENJQUJJaENUQk5xMWdkei1EYTRWSVlldnJSWjI.,fall
2015-07,-23.38333327825313,-67.74999996333234,4890.0,-6.246428571428572,CAoSF0NJSE0wb2dLRUlDQWdJRDQ2X2VnbWdF,summer
2025-03,-24.9743570547518,-63.85806476507076,335.0,25.189285714285713,K34MHjJb9Zp9wj61dHGN9g,spring
2025-03,-25.09917367531115,-61.68287135828032,158.0,26.085714285714285,Bg4cBo1H8yBgAd7tt8re2g,spring
2017-07,-25.21352070707912,-47.99278876179672,1.0,17.260714285714286,CAoSFkNJSE0wb2dLRUlDQWdJRHFvLUhSTWc.,summer
2021-02,-25.79990961751087,-71.84065806392154,0.0,19.135714285714283,CAoSF0NJSE0wb2dLRUlDQWdJRHkzTV92cXdF,winter
2020-11,-26.57732059716148,-65.82402706587209,2742.0,12.535714285714286,CAoSFkNJSE0wb2dLRUlDQWdJRHFyWU9KSkE.,fall
2024-01,-26.66110889432693,-63.40690188843977,197.0,29.353571428571428,2lEHfHqtI6JE_wQGyBqAmA,winter
2021-02,-26.69328818067693,-71.36719693019467,0.0,18.735714285714288,CAoSF0NJSE0wb2dLRUlDQWdJRHl2TURJNXdF,winter
2022-10,-26.69583406314312,-65.1385081906882,549.0,19.38214285714286,CAoSF0NJSE0wb2dLRUlDQWdJQy1sTl9LekFF,fall
2014-03,-27.06138105425989,-65.40895184279822,361.0,20.282142857142855,1whlj37UmzE-HraVbOZE0A,spring
2017-10,-27.15403093145343,-48.4757539159604,40.0,20.74285714285714,CAoSF0NJSE0wb2dLRUlDQWdJREVvcVRpdEFF,fall
2024-02,-27.17410300118064,-47.65454004708815,0.0,26.189285714285713,CAoSFkNJSE0wb2dLRUlDQWdJQ3pvWXVJQnc.,winter
2025-06,-28.24397981130327,-59.47422189833813,52.0,13.174999999999999,t5lqG6_6-a_QEmaEg6ZI6g,summer
2021-02,-28.30439372437017,-72.07031692235995,0.0,17.882142857142856,CAoSF0NJSE0wb2dLRUlDQWdJRHl2SUNxekFF,winter
2021-10,-28.80418977898391,-63.42977226048082,104.0,23.38214285714286,CAoSFkNJSE0wb2dLRUlDQWdJQ3AwYUtoVVE.,fall
2024-02,-29.37026973720119,-47.53202691329405,0.0,25.185714285714287,CAoSFkNJSE0wb2dLRUlDQWdJQ3pvY3ZxVWc.,winter
2020-11,-29.93797796794871,-51.89988157862516,34.0,21.314285714285713,CAoSFkNJSE0wb2dLRUlDQWdJRHFfYjNuT1E.,fall
2016-01,-3.202522883101114,-40.0184250657888,67.0,26.52857142857143,CAoSF0NJSE0wb2dLRUlDQWdJQ2t6Tl9kbGdF,winter
2014-11,-3.218049909023818,-59.02323231962261,28.0,27.224999999999998,MpInRRuLYYtryIfLkdhO9g,fall
2024-07,-3.713113043265931,-48.06839560409168,173.0,26.839285714285715,oMg3_AWoa0lKDzZdRy5b5g,summer
2020-01,-3.809524426300704,-75.05573548666018,128.0,25.967857142857145,CAoSF0NJSE0wb2dLRUlDQWdJQ3NfYXVqNEFF,winter
2012-01,-3.879759455813671,-45.16973136622623,32.0,26.292857142857144,6zQuy5TmVzlyFUwsY0Fv_A,winter
2025-03,-30.61719911257982,-66.96939450378342,618.0,22.685714285714287,cr1HGRPs53BK9Vtn-KVUVQ,spring
2022-11,-31.00790539556612,-53.27014493220501,98.0,19.650000000000002,CAoSF0NJSE0wb2dLRUlDQWdJRC02S3VkckFF,fall
2019-11,-31.32204633423222,-69.9934386606057,3147.0,10.200000000000001,CAoSFkNJSE0wb2dLRUlDQWdJRHEzYnJ0THc.,fall
2024-02,-31.37858713194658,-47.42158416731823,0.0,23.59642857142857,CAoSF0NJSE0wb2dLRUlDQWdJQ3pvWXVkNWdF,winter
2025-11,-31.39781581577231,-62.31019948098554,113.0,21.72142857142857,4jmk0gdZdv1sywd5zdLLyQ,fall
2015-10,-31.60033179628016,-54.96121335940959,202.0,15.242857142857144,Qgrr1Vu0ER6fX4WYH8SvUQ,fall
2015-09,-31.62369588175365,-55.61510389438412,166.0,13.825000000000001,EY8CNUWgJvx9q9CJBQ5VGw,fall
2024-02,-31.65772087104168,-47.30381847045587,0.0,23.425,CAoSFkNJSE0wb2dLRUlDQWdJQ3pvZXV3ZkE.,winter
2019-07,-4.236615391303368,-43.91318924049845,45.0,25.97142857142857,n-CMHTBvCb9tDwMfxbXtaQ,summer
2021-05,-4.326560002136381,-79.79187671710108,1496.0,17.77857142857143,CAoSF0NJSE0wb2dLRUlDQWdJQ3FpSlRZc3dF,spring
2024-11,-4.349868044179872,-48.23415035715944,235.0,27.739285714285717,RTlculfUVTsePOJJxMbTCg,fall
2018-01,-4.62641139714376,-37.49975616854118,0.0,27.146428571428572,CAoSFkNJSE0wb2dLRUlDQWdJREV4OW1PVVE.,winter
2022-02,-4.709205023351865,-47.9848082816015,308.0,24.710714285714285,CAoSFkNJSE0wb2dLRUlDQWdJQ1cwSU9LVkE.,winter
2019-02,-6.135768460691629,-42.97089558634054,100.0,25.939285714285713,aqDiF1yU73KGOP_2o8BTaA,winter
2024-05,-6.1739698806925,-62.63366168844683,61.0,26.392857142857142,mcwBmByqAxQPXGM9Lr75UQ,spring
2025-06,-6.20151849698472,-40.82365266395552,775.0,24.15357142857143,arEK7ZofmSo2hDoFpPCemQ,summer
2022-02,-6.219739011052667,-57.75725761107181,69.0,25.55,CAoSFkNJSE0wb2dLRUlDQWdJRG02ZWowTFE.,winter
2024-10,-6.397779612542729,-38.02006100727571,330.0,28.52857142857143,CAoSF0NJSE0wb2dLRUlDQWdJQ1htLVNtbUFF,fall
2025-01,-6.431910034934869,-68.25163204016404,128.0,25.735714285714288,CAoSFkNJSE0wb2dLRUlDQWdJRF8wcTdXUmc.,winter
2022-09,-6.621375175498905,-42.69650835292055,117.0,30.192857142857143,zmjhqV8gdCbgwjTdjoLw0Q,fall
2022-01,-7.212479327199518,-79.6563632080651,8.0,20.914285714285715,CAoSF0NJSE0wb2dLRUlDQWdJRG1tSmJ1NGdF,winter
2024-10,-7.234494537630348,-58.1086296404484,110.0,27.67142857142857,CAoSFkNJSE0wb2dLRUlDQWdJRFAzdWJjQnc.,fall
2012-05,-7.412275277933468,-36.53244724168415,478.0,24.86785714285714,htj1Ux4m1I4Coj0CzRt-3A,spring
2025-10,-7.924548723648003,-61.56284389935873,103.0,26.728571428571428,CAoSHENJQUJJaERWRnRlaUItbkdzdFgxYzk0SUJac3I.,fall
2012-07,-8.025305908007656,-71.32800185487304,246.0,23.7,nwQ-ZAK9IYRLxLgox8Jpdg,summer
2022-10,-8.301126223910135,-38.93984441625607,449.0,26.38214285714286,CAoSFkNJSE0wb2dLRUlDQWdJQy02dmZwSHc.,fall
2025-06,-8.564456530437598,-50.41871758031389,220.0,26.542857142857144,U8WVBmrBK3UIdsf9njRZDg,summer
2019-02,-8.597829121909182,-48.48385189812043,218.0,25.553571428571427,7HDMwSFf03fp0dKAsHs8Kg,winter
2020-01,-9.124314766813898,-57.762742263038,307.0,24.5,CAoSFkNJSE0wb2dLRUlDQWdJQ3NudV9NQkE.,winter
2025-06,-9.419007147336526,-46.25210781648662,447.0,27.24285714285714,qu5FQ93De5ju42teyo9kEg,summer
2022-10,-9.740320906988925,-75.00475418749598,267.0,25.2,IX91K-pQ2Bi8ikZy4SCzow,fall
2012-10,-9.798594852925849,-68.58183046090228,223.0,25.660714285714285,Afoo8YhUJ8PK7YBbqpB--w,fall
2012-10,-9.950046556478759,-47.97265739830601,262.0,30.071428571428573,qPWYfBFzX7EHwKTZ7ybyBw,fall
2021-11,0.2640653677508533,-69.7915719183924,130.0,25.042857142857144,CAoSFkNJSE0wb2dLRUlDQWdJREc3UEc5WlE.,fall
2022-05,0.3171048705658012,-66.69256867975135,103.0,24.775000000000002,CAoSF0NJSE0wb2dLRUlDQWdJRDI4b3F2aHdF,spring
2019-04,0.9459466827230291,-49.78100332541501,0.0,26.57857142857143,CAoSF0NJSE0wb2dLRUlDQWdJQ0Uxc2JxM3dF,spring
2017-03,2.209017371544507,-70.98844570385427,138.0,24.925,CAoSFkNJSE0wb2dLRUlDQWdJRHE4N1dQZXc.,spring
2012-05,2.752575075029897,-60.73959197923412,80.0,25.271428571428572,wixUsfPIAV9IBb1-reguYg,spring
2021-04,2.773152823143216,-77.66569021013656,5.0,24.75,CAoSFkNJSE0wb2dLRUlDQWdJQ0t0Wk93UWc.,spring
2023-05,2.939261301871567,-61.07079631440043,79.0,26.542857142857144,CAoSF0NJSE0wb2dLRUlDQWdJRFI3OTZ1akFF,spring
2016-03,22.95329380709264,50.30196476389379,131.0,24.335714285714285,CAoSFkNJSE0wb2dLRUlDQWdJRDQ0TnVGSkE.,spring
2019-01,23.68855832266088,58.18376239215181,1.0,22.207142857142856,CAoSFkNJSE0wb2dLRUlDQWdJRHFxLURfSVE.,winter
2018-11,23.68876443712641,68.52667261720906,1.0,26.49642857142857,CAoSF0NJSE0wb2dLRUlDQWdJQ0UxX3lDNFFF,fall
2016-07,23.78251532835347,57.7911873988239,0.0,33.06071428571429,CAoSF0NJSE0wb2dLRUlDQWdJREU2X3I4emdF,summer
2020-06,23.80562911096812,57.56923810189106,0.0,33.77142857142857,CAoSFkNJSE0wb2dLRUlDQWdJRHF6Y1hlV1E.,summer
2018-04,23.84576062874753,57.45492835979937,8.0,30.017857142857142,CAoSFkNJSE0wb2dLRUlDQWdJRDR6Yl9kS2c.,spring
2018-03,23.85273728451122,69.52085710973047,2.0,27.553571428571427,CAoSF0NJSE0wb2dLRUlDQWdJRHFqY1hva0FF,spring
2019-01,23.89725832114336,95.6544466950207,330.0,18.939285714285713,CAoSFkNJSE0wb2dLRUlDQWdJQ0VtY1RPTWc.,winter
2014-09,23.92299838204113,102.1455994117509,1363.0,21.97142857142857,CAoSF0NJSE0wb2dLRUlDQWdJRHF4ZHV3eWdF,fall
2019-04,23.93866522354756,100.3671325262738,1428.0,21.789285714285715,CAoSFkNJSE0wb2dLRUlDQWdJQ0VrNWVZSFE.,spring
2018-07,23.94950069477725,42.75925367575621,978.0,33.910714285714285,CAoSF0NJSE0wb2dLRUlDQWdJQ0V0Zm52bndF,summer
2017-03,23.95625571265979,43.69528271135687,981.0,20.957142857142856,CAoSFkNJSE0wb2dLRUlDQWdJREVrdjJKRlE.,spring
2023-01,23.99713241816598,87.42785809757339,75.0,17.978571428571428,CAoSFkNJSE0wb2dLRUlDQWdJREI4SzZKSnc.,winter
2018-11,24.009228998795,38.71242900477665,153.0,24.45357142857143,CAoSFkNJSE0wb2dLRUlDQWdJQ0U0cjNpU2c.,fall
2021-08,24.03733242294496,108.63814701036,136.0,28.553571428571427,CAoSF0NJSE0wb2dLRUlDQWdJQ2FnN0tHdFFF,summer
2018-02,24.05126632659426,110.3071891703365,290.0,12.632142857142856,CAoSF0NJSE0wb2dLRUlDQWdJQ0UzNTZDc3dF,winter
2023-12,24.05805883654512,80.6145949375115,397.0,17.192857142857143,CAoSF0NJSE0wb2dLRUlDQWdJRFYtNFNIdHdF,winter
2021-08,24.06021407100111,78.08132737518352,413.0,26.22142857142857,CAoSF0NJSE0wb2dLRUlDQWdJQzZsS0czNVFF,summer
2022-10,24.06088929651548,80.49210671378208,393.0,23.739285714285717,CAoSF0NJSE0wb2dLRUlDQWdJRGV6SmVmZ3dF,fall
2018-03,24.06311066105528,88.14127086794217,29.0,26.17142857142857,CAoSF0NJSE0wb2dLRUlDQWdJRHE3WVhsNkFF,spring
2015-01,24.06432101033997,101.5557699710159,802.0,16.125,CAoSFkNJSE0wb2dLRUlDQWdJRHFvNHpIV0E.,winter
2022-11,24.10677306174004,53.48780047785521,0.0,27.178571428571427,CAoSF0NJSE0wb2dLRUlDQWdJQy1pNHpRLWdF,fall
2022-07,24.11786081905003,35.82387229173285,0.0,29.79642857142857,CAoSFkNJSE0wb2dLRUlDQWdJRE9rYjJKVWc.,summer
2024-07,24.11908663825814,39.60356893311865,714.0,34.71785714285714,CAoSFkNJSE0wb2dLRUlDQWdJQ2I5TFhvTlE.,summer
2022-10,24.12283226450083,83.29825606555956,230.0,24.553571428571427,CAoSFkNJSE0wb2dLRUlDQWdJQy0wc2ZRUlE.,fall
2019-09,24.12494966198871,104.1307567045039,1472.0,19.514285714285712,CAoSF0NJSE0wb2dLRUlDQWdJQzAzdW55M3dF,fall
2019-03,24.12961492917315,59.89628508309584,0.0,22.79642857142857,CAoSF0NJSE0wb2dLRUlDQWdJREU0SzZLalFF,spring
2019-12,24.13601193228688,115.8237031739789,148.0,14.982142857142858,CAoSFkNJSE0wb2dLRUlDQWdJQ3l1ZkQ1ZXc.,winter
2022-05,24.14112736653735,112.8551270441182,108.0,22.017857142857142,CAoSFkNJSE0wb2dLRUlDQWdJQzJuOTJlWUE.,spring
2024-11,24.1488605914066,37.9362455309351,0.0,26.50357142857143,CAoSF0NJSE0wb2dLRUlDQWdJQ1BsY3lvd1FF,fall
2018-12,24.15514559009126,91.74541298201828,120.0,18.87142857142857,CAoSF0NJSE0wb2dLRUlDQWdJREUzNFd6aXdF,winter
2019-12,24.17640142306031,96.34448846312992,99.0,19.539285714285715,CAoSF0NJSE0wb2dLRUlDQWdJRHF4WUdqamdF,winter
2024-02,24.17665477380253,110.7995072641839,80.0,13.092857142857143,CAoSFkNJSE0wb2dLRUlDQWdJRGRvYWJ0Wnc.,winter
2015-02,24.18114370385352,107.9585292650115,616.0,12.210714285714285,CAoSF0NJSE0wb2dLRUlDQWdJRHFoWUREMVFF,winter
2017-10,24.18129888922829,52.56982447595771,0.0,31.092857142857145,CAoSF0NJSE0wb2dLRUlDQWdJRDRudnZoeVFF,fall
2022-03,24.183061014446,90.91743269595491,9.0,24.910714285714285,CAoSF0NJSE0wb2dLRUlDQWdJQ1dnLXZBLUFF,spring
2020-08,24.18392071017951,55.73491829114801,270.0,36.99285714285714,CAoSFkNJSE0wb2dLRUlDQWdJRC0zTlM4TkE.,summer
2024-02,24.1857732671467,84.06752357425825,214.0,19.092857142857145,CAoSFkNJSE0wb2dLRUlDQWdJRGQ1TEdRZUE.,winter
2017-10,24.18591097259014,91.71956820639669,45.0,26.482142857142858,CAoSF0NJSE0wb2dLRUlDQWdJRDQtSWlDLUFF,fall
2017-09,24.19161612220821,79.96176148299323,332.0,27.185714285714287,CAoSFkNJSE0wb2dLRUlDQWdJRDQzOVNFYUE.,fall
2022-08,24.19497671391461,82.54184151689604,396.0,26.414285714285715,CAoSF0NJSE0wb2dLRUlDQWdJRHV5UGV5MlFF,summer
2022-01,24.20163296709342,96.80776263433494,107.0,18.467857142857145,CAoSFkNJSE0wb2dLRUlDQWdJQ204Wk9RS3c.,winter
2024-04,24.20210147039231,109.986688075595,155.0,23.478571428571428,CAoSFkNJSE0wb2dLRUlDQWdJREQzZVRzUnc.,spring
2021-11,24.20622833624606,84.65994781675896,356.0,20.72142857142857,CAoSFkNJSE0wb2dLRUlDQWdJQ0d6NHlVZEE.,fall
2022-01,24.21373314125362,78.58146503002627,475.0,13.950000000000001,CAoSF0NJSE0wb2dLRUlDQWdJRG10SkRoMFFF,winter
2016-06,24.23472102059629,35.64825828115055,0.0,31.782142857142855,CAoSFkNJSE0wb2dLRUlDQWdJRHF5NC1sSGc.,summer
2022-11,24.23970673328027,83.60247823643044,241.0,20.460714285714285,CAoSFkNJSE0wb2dLRUlDQWdJRC02c0gtSXc.,fall
2023-08,24.24600003477702,36.93599997207826,0.0,31.560714285714287,CAoSF0NJSE0wb2dLRUlDQWdJQ3B0ZXY3ekFF,summer
2018-02,24.24646088864772,72.16714729125464,127.0,22.00357142857143,CAoSF0NJSE0wb2dLRUlDQWdJRHE4OU9remdF,winter
2022-03,24.25215166407512,88.62624667698962,19.0,25.442857142857143,CAoSF0NJSE0wb2dLRUlDQWdJQ1c2NXl6dEFF,spring
2016-02,24.25250002477148,46.16333328272022,926.0,15.332142857142857,CAoSFkNJSE0wb2dLRUlDQWdJRDRzdHpvR1E.,winter
2015-09,24.2571062458274,91.83254253132975,32.0,27.11785714285714,wjaOva1IqhhtXFDYEzH7Jw,fall
2023-04,24.25804018345114,78.69711887341833,443.0,27.400000000000002,CAoSF0NJSE0wb2dLRUlDQWdJQ1JnN25BLWdF,spring
2021-12,24.25844537263823,76.26241251956904,357.0,17.867857142857144,CAoSF0NJSE0wb2dLRUlDQWdJQ21pcVRZaUFF,winter
2015-10,24.26304166550689,56.82174916781239,1.0,30.13571428571429,CAoSFkNJSE0wb2dLRUlDQWdJREV2S1BCYnc.,fall
2021-11,24.27337370114161,113.482740638684,34.0,17.75357142857143,CAoSFkNJSE0wb2dLRUlDQWdJREdvdDZXSHc.,fall
2021-08,24.27553628890049,83.69687751066203,195.0,27.724999999999998,CAoSF0NJSE0wb2dLRUlDQWdJRGEyTVduMmdF,summer
2024-03,24.28588134562165,81.99588925047942,307.0,22.896428571428572,lniFEDLh-vcGfpx1qGjZdg,spring
2019-08,24.30182753871276,87.83068336045756,47.0,28.614285714285717,CAoSFkNJSE0wb2dLRUlDQWdJRFVnWjJUSlE.,summer
2023-01,24.30774589044297,115.9294549797046,139.0,13.264285714285714,CAoSFkNJSE0wb2dLRUlDQWdJQ0I5OWJRZFE.,winter
2016-12,24.30966061597493,54.14782176074136,5.0,22.49642857142857,CAoSFkNJSE0wb2dLRUlDQWdJRDQ5dS1MWmc.,winter
2024-05,24.31262039441858,105.0488387981069,993.0,21.571428571428573,CAoSF0NJSE0wb2dLRUlDQWdJRFQ0LXJMaEFF,spring
2022-05,24.31462013710408,69.834362743807,27.0,32.775,CAoSFkNJSE0wb2dLRUlDQWdJRDJ0dFB1REE.,spring
